nome	type	circle	school	execucao	alcance	alvo	area	duracao	resistencia	description	publicacao	addPM.1	text.1	addPM.2	text.2	addPM.3	text.3	addPM.4	text.4	addPM.5	text.5	addPM.6	text.6	addPM.7	text.7	addPM.8	text.8	addPM.9	text.9	addPM.10	text.10	addPM.11	text.11	addPM.12	text.12	addPM.13	text.13
Imagem Espelhada	Arcana	1	Ilusão	padrão	pessoal	você		cena		Três cópias ilusórias suas aparecem. As duplicatas ficam ao seu redor e imitam suas ações, tornando difícil para um inimigo saber quem atacar. Você recebe +6 na Defesa. Cada vez que um ataque contra você erra, uma das imagens desaparece e o bônus na Defesa diminui em 2. Um oponente deve ver as cópias para ser confundido. Se você estiver invisível, ou o atacante fechar os olhos, você não recebe o bônus (mas o atacante ainda sofre penalidades normais por não enxergar).	Jogo do Ano	2	aumenta o número de cópias em +1 (e o bônus na Defesa em +2).	2	além do normal, toda vez que uma cópia é destruída, emite um clarão de luz. A criatura que destruiu a cópia fica ofuscada por uma rodada. Requer 2º círculo.																						
Infligir Ferimentos	Divina	1	Necro	padrão	toque	1 criatura		instantânea	Fortitude reduz à metade	Você canaliza energia negativa contra um alvo, causando 2d8+2 pontos de dano de trevas (ou curando 2d8+2 PV, se for um morto-vivo). Infligir Ferimentos anula Curar Ferimentos.	Jogo do Ano	1	além do normal, se falhar na resistência, o alvo fica fraco pela cena.	2	aumenta o dano em 1d8+1.	2	muda a resistência para nenhum. Como parte da execução da magia, você pode fazer um ataque corpo a corpo contra o alvo. Se acertar, causa o dano do ataque e o efeito da magia.	5	muda o alcance para curto e o alvo para criaturas escolhidas.																		
Leque Cromático	Arcana	1	Ilusão	padrão	pessoal		cone de 4,5m	instantânea	Vontade parcial	Um cone de luzes brilhantes surge das suas mãos, deixando os animais e humanoides na área atordoados por 1 rodada (apenas uma vez por cena, Vontade anula) e ofuscados pela cena.	Jogo do Ano	2	além do normal, as criaturas afetadas ficam vulneráveis pela cena.	2	também afeta espíritos e monstros na área. Requer 2º círculo.	5	também afeta construtos, espíritos, monstros e mortos-vivos na área. Requer 3º círculo.																				
Luz	Universal	1	Evoc	padrão	curto (9m 6q)	1 objeto		cena	Vontade anula (veja texto)	O alvo emite luz (mas não produz calor) em uma área com 6m de raio. O objeto pode ser guardado (em um bolso, por exemplo) para interromper a luz, que voltará a funcionar caso o objeto seja revelado. Se lançar a magia num objeto de uma criatura involuntária, ela tem direito a um teste de Vontade para anulá-la. Luz anula Escuridão.	Jogo do Ano	1	aumenta a área iluminada em +3m de raio.	2	muda a duração para 1 dia.	2	muda a duração para permanente e adiciona componente material (pó de rubi no valor de T$ 50). Não pode ser usado em conjunto com outros aprimoramentos. Requer 2º círculo.	0	(Apenas Arcanos): muda o alvo para 1 criatura. Você lança a magia nos olhos do alvo, que fica ofuscado pela cena. Não afeta criaturas cegas.	2	(Apenas Arcanos): muda o alcance para longo e o efeito para cria 4 pequenos globos flutuantes de pura luz. Você pode posicionar os globos onde quiser dentro do alcance. Você pode enviar um à frente, outra para trás, outra para cima e manter um perto de você, por exemplo. Uma vez por rodada, você pode mover os globos com uma ação livre. Cada um ilumina como uma tocha, mas não produz calor. Se um globo ocupar o espaço de uma criatura, ela fica ofuscada e sua silhueta pode ser vista claramente (ela não recebe camuflagem por escuridão ou invisibilidade). Requer 2º círculo.	2	(Apenas Divinos): a luz é cálida como a do sol. Criaturas que sofrem penalidades e dano pela luz solar sofrem seus efeitos como se estivessem expostos à luz solar real. Seus aliados na área estabilizam automaticamente e ficam imunes à condição sangrando, e seus inimigos ficam ofuscados. Requer 2º círculo.	5	(Apenas Divinos): muda o alcance para toque e o alvo para 1 criatura. Em vez do normal, o alvo é envolto por um halo de luz, recebendo +10 em testes de Diplomacia e resistência a trevas 10. Requer 2º círculo.												
Névoa	Universal	1	Conv	padrão	curto (9m 6q)	nuvem com 6m de raio e 6m de altura		cena		Uma névoa espessa eleva-se de um ponto a sua escolha, obscurecendo toda a visão — criaturas a até 1,5m têm camuflagem e criaturas a partir de 3m têm camuflagem total. Um vento forte dispersa a névoa em 4 rodadas e um vendaval a dispersa em 1 rodada. Esta magia não funciona sob a água.	Jogo do Ano	1	a magia também funciona sob a água, criando uma nuvem de tinta.	2	você pode escolher criaturas no alcance ao lançar a magia; elas enxergam através do efeito. Requer 2º círculo.	2	a nuvem tem um cheiro horrível. No início de seus turnos, qualquer criatura dentro dela, ou qualquer criatura com faro em alcance curto da nuvem, deve fazer um teste de Fortitude. Se falhar, fica enjoada por uma rodada.	2	a nuvem tem um tom esverdeado e se torna cáustica. No início de seus turnos, criaturas dentro dela sofrem 2d4 pontos de dano de ácido.	3	aumenta o dano de ácido em +2d4.	5	além do normal, a nuvem fica espessa, quase sólida. Qualquer criatura dentro dela tem seu deslocamento reduzido para 3m (independentemente de seu deslocamento normal) e sofre –2 em testes de ataque e rolagens de dano.														
Orientação	Divina	1	Adiv	padrão	curto (9m 6q)	1 criatura		1 rodada		Em seu próximo teste de perícia, o alvo pode rolar dois dados e ficar com o melhor resultado	Jogo do Ano	2	muda a duração para cena. Em vez do normal, escolha um atributo. Sempre que o alvo fizer um teste de perícia baseado no atributo escolhido, pode rolar dois dados e ficar com o melhor resultado. Não se aplica a testes de ataque ou resistência. Requer 2º círculo.	5	muda a duração para cena. Escolha entre atributos físicos (Força, Destreza e Constituição) ou mentais (Inteligência, Sabedoria e Carisma). Sempre que o alvo fizer um teste de perícia, pode rolar dois dados e ficar com o melhor resultado. Não se aplica a testes de ataque ou resistência. Requer 3º círculo.	5	muda o alvo para criaturas escolhidas. Requer 3º círculo.																				
Perdição	Divina	1	Necro	padrão	curto (9m 6q)	criaturas escolhidas		cena	nenhuma	Amaldiçoa os alvos, que recebem –1 em testes de ataque e rolagens de dano. Perdição anula Bênção.	Jogo do Ano	2	aumenta as penalidades em –1, limitado pelo círculo máximo de magia que você pode lançar.																								
Primor Atlético	Arcana	1	Trans	padrão	toque	1 criatura		cena		Você modifica os limites físicos do alvo, que recebe deslocamento +9m e +10 em testes de Atletismo.	Jogo do Ano	1	além do normal, o alvo recebe um bônus adicional de +20 em testes de Atletismo para saltar (para um bônus total de +30).	1	além do normal, o alvo pode escalar paredes e tetos sem precisar fazer testes de Atletismo. Para isso, precisa estar com as mãos livres, mas pode usar uma única mão se ficar parado no lugar. O alvo não fica desprevenido enquanto escala.	1	muda a execução para ação de movimento, o alcance para pessoal, o alvo para você e a duração para instantânea. Você salta muito alto e pousa em alcance corpo a corpo de uma criatura em alcance curto. Se fizer um ataque corpo a corpo contra essa criatura neste turno, recebe os benefícios e penalidades de uma investida e sua arma causa um dado extra de dano do mesmo tipo durante este ataque.	3	além do normal, ao fazer testes de perícias baseadas em Força, Destreza ou Constituição, o alvo pode rolar dois dados e escolher o melhor. Não afeta testes de ataque ou resistência. Requer 2º círculo.																		
Profanar	Divina	1	Necro	padrão	longo (90m 60q)		esfera de 9m de raio	1 dia		Você enche a área com energia negativa. Dano causado por efeitos de trevas é maximizado dentro da área. Isso também afeta PV curados em mortos-vivos por esses efeitos. Esta magia não pode ser lançada em uma área contendo um símbolo visível dedicado a uma divindade que não a sua. Profanar anula Consagrar.	Jogo do Ano	1	além do normal, mortos-vivos na área recebem +2 na Defesa e +2 em todos os testes.	2	aumenta os bônus para mortos-vivos em +1.	9	muda a execução para 1 hora, a duração para permanente e adiciona componente material (incenso e óleos no valor de T$ 1.000). Requer 4º círculo.																				
Proteção Divina	Divina	1	Abjur	padrão	toque	1 criatura		cena		Esta magia cria uma barreira mística invisível que fornece ao alvo +2 em testes de resistência.	Jogo do Ano	2	aumenta o bônus concedido em +1.	2	muda a execução para reação, o alcance para curto e a duração para 1 rodada. Em vez do normal, o alvo recebe +5 no próximo teste de resistência que fizer (cumulativo com o efeito básico desta magia).	2	muda o alvo para área de esfera com 3m de raio. Todos os aliados dentro da esfera recebem o bônus da magia. Requer 2º círculo.	5	também torna o alvo imune a efeitos mentais e de medo. Requer 3º círculo.																		
Queda Suave	Arcana	1	Trans	reação	curto (9m 6q)	1 criatura ou objeto grande ou menor		até chegar ao solo ou cena o que vier primeiro		O alvo cai lentamente. A velocidade da queda é reduzida para 18m por rodada — o suficiente para não causar dano.<br>Como lançar esta magia é uma reação, você pode lançá-la rápido o bastante para salvar a si ou um aliado de quedas inesperadas.<br>Lançada sobre um projétil — como uma flecha ou uma rocha largada do alto de um penhasco —, a magia faz com que ele cause metade do dano normal, devido à lentidão.<br>Queda Suave só funciona em criaturas e objetos em queda livre ou similar; a magia não vai frear um golpe de espada ou o mergulho rasante de um atacante voador.	Jogo do Ano	0	muda o alvo para objeto Minúsculo. Em vez do normal, você pode gastar uma ação de movimento para levitar o alvo até 4,5m em qualquer direção.	2	muda o alvo para até 10 criaturas ou objetos.	2	aumenta a categoria de tamanho do alvo em uma																				
Raio do Enfraquecimento	Arcana	1	Necro	padrão	curto (9m 6q)	1 criatura		cena	Fortitude parcial	Você dispara um raio púrpura que drena as forças do alvo. Se falhar na resistência, o alvo fica Fatigado Se passar, fica Vulnerável.<br>Note que, como efeitos de magia não acumulam, lançar esta magia duas vezes contra o mesmo alvo não irá deixá-lo exausto.	Jogo do Ano	0	muda o alcance para toque e a resistência para Fortitude anula. Em vez do normal, sua mão emana um brilho púrpura e, ao tocar o alvo ele fica fatigado.	2	em vez do normal, se falhar na resistência o alvo fica exausto. Se passar, fica fatigado. Requer 2º círculo.	5	como acima, mas muda o alvo para criaturas escolhidas. Requer 3º círculo.																				
Resistência à Energia	Universal	1	Abjur	padrão	toque	1 criatura		cena		Ao lançar esta magia, escolha entre ácido, eletricidade, fogo, frio, luz ou trevas. O alvo recebe redução de dano 10 contra o tipo de dano escolhido.	Jogo do Ano	2	aumenta a redução de dano em +5.	2	muda a duração para 1 dia. Requer 2º círculo.	5	muda o alcance para curto e o alvo para criaturas escolhidas. Requer 3º círculo.	5	muda o efeito para redução de dano contra todos os tipos listados na magia. Requer 3º círculo.	9	muda o efeito para imunidade a um tipo listado na magia. Requer 4º círculo																
Santuário	Divina	1	Abjur	padrão	toque	1 criatura		cena	Vontade anula	Qualquer criatura que tente fazer uma ação hostil contra o alvo deve fazer um teste de Vontade. Se falhar, não consegue, perde a ação e não pode tentar novamente até o fim da cena. Santuário não protege o alvo de efeitos de área. Além disso, o próprio alvo também não pode fazer ações hostis (incluindo forçar outras criaturas a atacá-lo), ou a magia é dissipada — mas pode usar  habilidades e magias de cura e suporte como Curar Ferimentos e Bênção.	Jogo do Ano	1	além do normal, escolha um tipo de criatura entre animal, construto ou morto-vivo. Você não pode ser percebido por criaturas não inteligentes (Int –4 ou menor) do tipo escolhido.	9	também protege o alvo contra efeitos de área. Uma criatura que tente atacar uma área que inclua o alvo deve fazer o teste de Vontade; se falhar, não consegue e perde a ação. Ela só pode tentar novamente se o alvo sair da área.																						
Seta Infalível de Talude	Arcana	1	Evoc	padrão	médio (30m 20q)	criaturas escolhidas		instantânea		Favorita entre arcanistas iniciantes, esta magia lança duas setas de energia que causam 1d4+1 pontos de dano de essência cada. Você pode lançar as setas em alvos diferentes ou concentrá-las num mesmo alvo. Caso você possua um bônus no dano de magias, como pelo poder Arcano de Batalha, ele é aplicado em apenas uma seta (o bônus vale para a magia, não cada alvo).	Jogo do Ano	2	muda as setas para lanças de energia que surgem e caem do céu. Cada lança causa 1d8+1 pontos de dano de essência. Requer 2º círculo.	2	muda o número de setas/lanças para três.	4	muda o número de setas/lanças para cinco. Requer 2º círculo.	9	muda o número de setas/lanças para dez. Requer 4º círculo.																		
